UID,Comments,Order,Len,Spaces,Index
12817772,We like it but it would be great if we get more discounts and regular updates on my email id for the products you can call me 9873343838 to discuss the feedback we love your service thanks for the clothes,22536,204,39,5.230769231
12856227,"U should have some decent packaging available.....have bought it but now regretting it....doesn't feel like a gift at all.....sad! Can't even reverse it.""now will need to buy something else.....only coz this is not presentable packing..even though the shirt is good",24362,265,39,6.794871795
12130214,I purchased a T shirt under Wimbledon collection at Rs. 1599. which has no discount in your store.nWhile the same product is available at 30% Discount in Central store.  Why should I buy product from your store at 30%.,1019,218,38,5.736842105
12348941,"Very nice and friendly staff,especially Mr Naveen Noah was very pleasant,patient and customer friendly. He has great patience and nack of convincing the undecided customer with his pleasant manners. I will revisit the store when the new stock arrives. ",5357,252,38,6.631578947
12430791,I am fullfilled by my blazer which I have purchased here now. The way of office staff was very nice to get blazer. Excellent brand which I have seen ever.  Keep doing the same. Wish u all the best. ,8032,198,38,5.210526316
12557583,I am not able to get my size in the store and I am a loyal customer since 15 years and the response I got it from the store manager is can't help you can visit any other store,11844,175,38,4.605263158
12609000,Very good amazing brand Allen solely good to see your corporation nod hardwork you did for us to make us happy good keep up the good work continue doing work nod bring variety of dresses for us                                   By Aanya,13721,236,38,6.210526316
12783906,Aishwarya gave me great suggestion and I was confused about to taking that stuff which i have taken but she convinced me and also I agree that she has very good skills to do that.Nice Aishwarya Keep it up ,21065,205,38,5.394736842
12803170,We have got good range of jackets for our foreign trip... Loved the collection and staffs were equally helpful and not hesitant of showing numerous options available in my sizes.... It was a pleasant shopping experience overall... Thank u,21909,238,38,6.263157895
12811715,This is my second time visit & m happy with service specially Uttam he show me entire collection and told me about offer also and ask me about coffee or something else. It's great customer service keep it up,22287,207,38,5.447368421
12823744,It was a good experience shopping with Allen... People were polite enough to answer all the queries... Will love to have more offers on the products... Kuldeep was good enough to explain everything... All the best! Keep on expanding,22798,232,38,6.105263158
12913289,"Mr. Chiranjeevi helped me immense. I would not have made purchase if he was not there. His suggestions were impeccable and he has through knowledge of all trends, patterns and customer preferences. I highly appreciate him for his help.",27044,235,38,6.184210526
